epoch,elapsed_seconds,lr,best_val,improved,epochs_without_improvement,train_cost,train_log_move,train_model_move,train_move,train_router_balance,train_router_boundary,train_router_entropy,train_samples,train_sync_move,train_total,val_cost,val_log_move,val_model_move,val_move,val_router_balance,val_router_boundary,val_router_entropy,val_samples,val_sync_move,val_total,gap_cost,gap_log_move,gap_model_move,gap_move,gap_router_balance,gap_router_boundary,gap_router_entropy,gap_sync_move,gap_total
11,40.4783151820302,0.0005,0.8343088527326472,1,0,0.4785395372081403,0.4104911080430611,0.3983139448973816,1.0056673369872442,0.06369429737242172,0.03565472812425696,0.2734697484370372,2048.0,0.1968622840468015,1.0212904859508853,0.34434387797765287,0.3326171025109943,0.3479585700260941,0.8228398035207647,0.06697027086556773,0.020103746944784007,0.2679984670758131,512.0,0.1422641309836763,0.8343088527326472,-0.13419565923048743,-0.0778740055320668,-0.050355374871287495,-0.1828275334664795,0.0032759734931460116,-0.015550981179472956,-0.005471281361224101,-0.05459815306312521,-0.18698163321823813
12,40.26807095017284,0.0005,0.8323085144802462,1,0,0.45618561120758877,0.4112761992146261,0.3971641238895245,1.001220158606884,0.06429566172482737,0.03182509412928525,0.25201947440564254,2048.0,0.19277983550273348,1.0161189552527503,0.3612644868291994,0.3283599930582568,0.35254506711498834,0.8203455469410983,0.0676835181802744,0.021868051884553097,0.2295146802716772,512.0,0.13944048676785314,0.8323085144802462,-0.09492112437838934,-0.0829162061563693,-0.04461905677453615,-0.18087461166578578,0.003387856455447036,-0.00995704224473215,-0.022504794133965333,-0.05333934873488033,-0.18381044077250408
13,41.10715857613832,0.0005,0.825841795449378,1,0,0.4564887042485186,0.417111928902159,0.39239130556961754,1.0046474975424644,0.06388008719932259,0.030599767032398972,0.2583100372166882,2048.0,0.19514426307068788,1.0195452674743137,0.33862191647633466,0.3303329703048803,0.34272054585744627,0.8146037462065578,0.06769023993911105,0.018805105952921508,0.2144405316889788,512.0,0.14155023004423128,0.825841795449378,-0.11786678777218396,-0.08677895859727869,-0.049670759712171275,-0.19004375133590656,0.003810152739788464,-0.011794661079477464,-0.04386950552770941,-0.0535940330264566,-0.19370347202493576
14,39.8151814294979,0.0005,0.8114473418099806,1,0,0.4594584538786986,0.4090545001963619,0.3918316502822563,0.9890774304549268,0.06409311271772822,0.025358514468107884,0.23969878499792685,2048.0,0.18819127997630858,1.0039954008025234,0.3308445207256332,0.32280794487451203,0.3375396265182644,0.8004324787470978,0.06734555277216714,0.019081711934546775,0.2252553109501605,512.0,0.14008490735432133,0.8114473418099806,-0.1286139331530654,-0.08624655532184988,-0.05429202376399189,-0.18864495170782902,0.003252440054438921,-0.00627680253356111,-0.014443474047766358,-0.04810637262198725,-0.1925480589925428
15,40.62893136776984,0.0005,0.7950291455199476,1,0,0.45871028000516656,0.4094422134803608,0.3859159573112265,0.978641091602185,0.0635970310383982,0.028725083683726282,0.24696721439954672,2048.0,0.18328292081059772,0.9935725905088475,0.3046942317636976,0.3232297088543419,0.33011762012029067,0.7848918514719117,0.06770040953415446,0.010448088707761372,0.21498333477211418,512.0,0.1315445224972791,0.7950291455199476,-0.15401604824146897,-0.08621250462601893,-0.055798337190935854,-0.1937492401302734,0.00410337849575626,-0.01827699497596491,-0.03198387962743254,-0.05173839831331861,-0.19854344498889986
16,40.849751201458275,0.0005,0.7894279586907942,1,0,0.4464298265779265,0.4157336330827093,0.38719947151548695,0.996598600066136,0.06456035626933954,0.027548757788348865,0.2226387460929118,2048.0,0.19366549546793976,1.0111352232343052,0.2950196086931465,0.31681898259557784,0.32404038033564575,0.7795786433125613,0.06855155856828787,0.012067572166898799,0.1925353419392195,512.0,0.13871928038133774,0.7894279586907942,-0.15141021788478004,-0.09891465048713144,-0.0631590911798412,-0.21701995675357466,0.0039912022989483376,-0.015481185621450066,-0.03010340415369228,-0.054946215086602024,-0.22170726454351097
17,40.67037507053465,0.0005,0.7894279586907942,0,1,0.45100129469912775,0.40822342145838775,0.3855193034323747,0.9792108546043892,0.06413623866501439,0.03016285856714873,0.22113977678532137,2048.0,0.1854681297136267,0.9939050241009681,0.34634884129077825,0.3216071920178365,0.3240464018890634,0.7801640024699736,0.06804416119848611,0.01639086190930783,0.18720300117456645,512.0,0.13451040856307372,0.7915860208740924,-0.1046524534083495,-0.08661622944055125,-0.06147290154331131,-0.19904685213441553,0.003907922533471719,-0.013771996657840901,-0.03393677561075492,-0.05095772115055297,-0.2023190032268758
18,40.44766423944384,0.0005,0.7780200428678654,1,0,0.432113224140198,0.40458048637083266,0.37880140763445524,0.9676652207272127,0.06417921403965465,0.025054297647210788,0.2149115481422541,2048.0,0.18428332672192482,0.9817358657746809,0.2913632156579089,0.3151423636591062,0.3166198423714377,0.7682111927933875,0.06632302081925445,0.017748189852483165,0.22723934484019992,512.0,0.13644898676284356,0.7780200428678654,-0.14075000848228908,-0.08943812271172646,-0.062181565263017546,-0.19945402793382527,0.0021438067795997995,-0.007306107794727623,0.012327796697945814,-0.04783433995908126,-0.20371582290681545
19,40.41303739044815,0.0005,0.7772651788254734,1,0,0.4330743529255347,0.40441965524223633,0.3798872345723794,0.9695213970171608,0.06403208612437084,0.0262326863863116,0.21601865456091218,2048.0,0.18521450720254506,0.9836322953487979,0.3177646689619855,0.31746887508779764,0.3142826258263085,0.7666290940032923,0.06627777513494948,0.02378094747326287,0.2025528653107358,512.0,0.13487759308918612,0.7772651788254734,-0.11530968396354918,-0.08695078015443869,-0.06560460874607088,-0.2028923030138685,0.0022456890105786442,-0.002451738913048729,-0.013465789250176385,-0.050336914113358944,-0.2063671165233245
20,40.525958401151,0.0005,0.7772651788254734,0,1,0.434342783192182,0.40924827307026135,0.3775861449976219,0.9748943562681234,0.06392022477484716,0.02645482355961626,0.2089661418826836,2048.0,0.18805993820024014,0.9890373571906821,0.3261803493811719,0.31611134883132763,0.3166094971820712,0.7659652912407182,0.06459221100521972,0.02095970279106041,0.24498196736749378,512.0,0.13324444522731937,0.7768512097245548,-0.1081624338110101,-0.09313692423893372,-0.06097664781555068,-0.20892906502740516,0.0006719862303725677,-0.00549512076855585,0.03601582548481019,-0.054815492972920765,-0.2121861474661273
21,40.345695103518665,0.0005,0.7756544525327627,1,0,0.4253144410337703,0.4039031715874444,0.37691447597171646,0.9601380096573848,0.06380426220812296,0.022759354203317983,0.21686578613235952,2048.0,0.179320362098224,0.9739799450471764,0.3294937260171409,0.3229198219196405,0.3091270114528015,0.7647613282242673,0.06694512952162768,0.01527879300881807,0.18607353591323772,512.0,0.1327144948518253,0.7756544525327627,-0.09582071501662942,-0.08098334966780385,-0.06778746451891493,-0.19537668143311748,0.003140867313504714,-0.007480561194499913,-0.030792250219121797,-0.0466058672463987,-0.19832549251441378
22,40.07414747029543,0.0005,0.7683500557614025,1,0,0.4392101270518304,0.40357086431322386,0.3725570363458246,0.9623401007738721,0.06271939734449461,0.02644909215091218,0.2307428406265899,2048.0,0.18621220011482364,0.9766388310163165,0.33514320464347236,0.32044577089254744,0.3048747692955658,0.7572472614410799,0.06508012521226192,0.01718852066765919,0.22581134015763382,512.0,0.13192672125296667,0.7683500557614025,-0.10406692240835802,-0.08312509342067642,-0.06768226705025882,-0.2050928393327922,0.0023607278677673094,-0.009260571483252988,-0.004931500468956074,-0.05428547886185697,-0.20828877525491407
23,40.90399924572557,0.0005,0.7657924092491157,1,0,0.4316266458725238,0.39582226321363123,0.37287711237877375,0.9510425346434204,0.06299860791386891,0.026405792818813723,0.2290136572873962,2048.0,0.1823431590510154,0.9651143920127652,0.27033783323266025,0.32155943248653784,0.3040708090120461,0.7565901522611966,0.06482373796825414,0.02021413025228469,0.24174837337886856,512.0,0.1309599107626127,0.7657924092491157,-0.16128881263986355,-0.07426283072709339,-0.06880630336672766,-0.19445238238222373,0.0018251300543852267,-0.006191662566529033,0.012734716091472364,-0.05138324828840268,-0.19932198276364943
24,40.057192254811525,0.0005,0.7504571933532134,1,0,0.4104051206571958,0.39163621747866273,0.36747663838468725,0.9409955029732373,0.06411792019787299,0.02267504072852411,0.2066424349194449,2048.0,0.18188264710988733,0.9543822242339957,0.26133562006017996,0.3138076771865599,0.29796663258457556,0.7415742494777078,0.06683061327930773,0.017056960307371583,0.20400020231045346,512.0,0.12979993970657233,0.7504571933532134,-0.14906950059701585,-0.07782854029210284,-0.06951000580011168,-0.19942125349552953,0.002712693081434736,-0.005618080421152527,-0.002642232608991435,-0.052082707403315,-0.2039250308807823
25,40.27166542969644,0.0005,0.7448106509982608,1,0,0.40820727957752895,0.3962109420754132,0.3680120876379078,0.9452603516765521,0.06485442857228918,0.018542943692830605,0.19547198434190705,2048.0,0.18103732196323108,0.9585360145574668,0.2666390838292143,0.31806650312501006,0.28902824193937704,0.7357652533828514,0.0657929907538346,0.017528172336156445,0.2130130478662977,512.0,0.12867050831846427,0.7448106509982608,-0.14156819574831464,-0.07814443895040313,-0.07898384569853079,-0.20949509829370072,0.0009385621815454215,-0.00101477135667416,0.017541063524390665,-0.05236681364476681,-0.21372536355920602
26,40.24065913725644,0.0005,0.7448106509982608,0,1,0.420605234091096,0.3994198305081227,0.36662232418893836,0.9488703602819442,0.06509169545370241,0.0205420332986872,0.1873593499590811,2048.0,0.1828282055848831,0.9625322143911035,0.2773162609859181,0.3151535169163253,0.2939110978913959,0.7367464407943771,0.0663751318352297,0.02179760964821753,0.20173098818486324,512.0,0.1276818259866559,0.7461493921582587,-0.1432889731051779,-0.08426631359179737,-0.07271122629754245,-0.21212391948756704,0.001283436381527281,0.0012555763495303296,0.014371638225782135,-0.05514637959822721,-0.21638282223284477
27,40.295382702723145,0.0005,0.7448106509982608,0,2,0.41196025743994347,0.39659446683799615,0.3636917643525521,0.9433000609515148,0.06405201274264982,0.027007065238059624,0.20871760482606305,2048.0,0.18301382976096647,0.956778175321233,0.2540439665563099,0.3174330181791447,0.29287087501143105,0.7370345508606988,0.06562920082797064,0.02128828793553339,0.22569484258747252,512.0,0.12673065767012304,0.7457507434883155,-0.15791629088363357,-0.07916144865885144,-0.07082088934112107,-0.20626551009081595,0.0015771880853208131,-0.0057187773025262345,0.01697723776140947,-0.056283172090843436,-0.2110274318329175
28,40.17219119798392,0.0005,0.7260280541959219,1,0,0.41381570499381837,0.39717139006825164,0.368321519701567,0.9440287862034893,0.06426818260206346,0.021399860100668633,0.19894406075624715,2048.0,0.17853587643367064,0.9574988823806052,0.24343576959401503,0.30737102616694756,0.28557713865302503,0.7176697186441743,0.06533959699299885,0.01871076321403109,0.21475468775497575,512.0,0.12472155382420169,0.7260280541959219,-0.17037993539980334,-0.08980036390130408,-0.08274438104854198,-0.226359067559315,0.001071414390935388,-0.002689096886637543,0.015810626998728594,-0.053814322609468945,-0.23147082818468334
29,40.56374770402908,0.0005,0.7260280541959219,0,1,0.40995204230406024,0.38488558184326394,0.3634550669230521,0.924973238585153,0.06407577314666923,0.023518607863111995,0.19739137511504623,2048.0,0.176632589818837,0.9383451331668766,0.26873818893796475,0.31680011699791066,0.28793484953348525,0.7297233343269909,0.06614795702989795,0.01571282454945333,0.20735185429657577,512.0,0.12498836779559497,0.7388114404457156,-0.1412138533660955,-0.06808546484535327,-0.07552021738956682,-0.19524990425816213,0.0020721838832287176,-0.007805783313658665,0.009960479181529536,-0.05164422202324204,-0.19953369272116106
30,40.3830593470484,0.0005,0.7260280541959219,0,2,0.4181498451405846,0.3968214191918378,0.36341047441237606,0.933508727734079,0.06447252368070622,0.018700035736571863,0.1968479830799197,2048.0,0.17327683412986516,0.9470817979090498,0.25048461832501534,0.3160893287858926,0.2870844164863229,0.7282393419154687,0.06535497307413607,0.017112092599759876,0.22036007441420224,512.0,0.12506559664325323,0.7367989164486062,-0.16766522681556928,-0.0807320904059452,-0.07632605792605318,-0.20526938581861032,0.0008824493934298516,-0.0015879431368119867,0.02351209133428256,-0.048211237486611935,-0.2102828814604436
31,40.01135228294879,0.0005,0.7166636624897365,1,0,0.40525699112097335,0.3920518153026933,0.3606839513813611,0.9249909067557383,0.0637751235444739,0.023076406841418873,0.19972738038734406,2048.0,0.17225514007168385,0.9382168583979364,0.22845484905512548,0.30977977966540493,0.2757123426126782,0.7087557780978386,0.06591037686666823,0.018518124083755083,0.20995292424049694,512.0,0.12326365581975551,0.7166636624897365,-0.17680214206584788,-0.08227203563728835,-0.08497160876868293,-0.21623512865789962,0.0021352533221943304,-0.00455828275766379,0.010225543853152885,-0.04899148425192834,-0.2215531959082
32,40.09965284075588,0.0005,0.7103505182312801,1,0,0.40427488024403013,0.3938643210931332,0.35954883891827194,0.9278085829182601,0.06448909193431973,0.020062904404532844,0.18889286991446852,2048.0,0.17439542290685495,0.9409712437336566,0.2435836091535819,0.311118908401113,0.27264570686384104,0.7019859352512867,0.06554557770868996,0.020860885890542136,0.19300476577700465,512.0,0.11822131998633267,0.7103505182312801,-0.16069127109044823,-0.08274541269202018,-0.0869031320544309,-0.22582264766697335,0.0010564857743702305,0.0007979814860092915,0.00411189586253613,-0.05617410292052227,-0.23062072550237644
33,39.90422618202865,0.0005,0.7103505182312801,0,1,0.4038872435976374,0.38601846312667476,0.35505149385426193,0.9117423199359109,0.06401085153447639,0.02180484218646228,0.19812249233234525,2048.0,0.17067236295497423,0.9249152164265979,0.27892855779087355,0.3091700304648839,0.274362783995457,0.7012751407455653,0.0676834848272847,0.017121748756494526,0.1634320872653916,512.0,0.11774232628522441,0.7106544800917618,-0.12495868580676384,-0.07684843266179087,-0.08068870985880494,-0.21046717919034563,0.003672633292808314,-0.004683093429967755,-0.034690405066953645,-0.052930036669749825,-0.2142607363348361
34,40.86096871737391,0.0005,0.7103505182312801,0,2,0.4155192437327714,0.3968169398212922,0.35746892028691946,0.9282619171499391,0.06372634243325592,0.023681330245750587,0.19586114089918283,2048.0,0.17397605704172747,0.941797434235923,0.24690409570221306,0.31346421511261724,0.27165754459565505,0.706450487341499,0.06773874373539002,0.012806117948343854,0.1827608193998458,512.0,0.12132872763322666,0.7148458209703676,-0.16861514803055833,-0.08335272470867494,-0.0858113756912644,-0.22181142980844015,0.004012401302134094,-0.010875212297406733,-0.013100321499337042,-0.05264732940850081,-0.22695161326555535
35,40.1489405753091,0.00025,0.7103505182312801,0,3,0.4087375383863354,0.3937164827075321,0.35721573485352565,0.9236300396014485,0.06409599518792675,0.020914517867552718,0.1865691487772665,2048.0,0.17269782204039075,0.9369288395246258,0.2527639377775657,0.3164925627352204,0.27433429381926544,0.7085325750995253,0.06595406758788158,0.016330444305083347,0.18364594536978984,512.0,0.11770571854503942,0.7171219847223256,-0.15597360060876975,-0.0772239199723117,-0.0828814410342602,-0.21509746450192324,0.0018580723999548354,-0.004584073562469371,-0.002923203407476649,-0.05499210349535133,-0.21980685480230022
36,40.671682068146765,0.00025,0.7071871008665767,1,0,0.4153402640318226,0.3908035412096069,0.35099594938219525,0.9137844706001488,0.06452840666315751,0.02085321107941951,0.17089121268492136,2048.0,0.1719849800083466,0.9272693856764818,0.2668687836173547,0.3133422012324445,0.2659217034233734,0.698162877906725,0.06584868077698047,0.01819514500476771,0.17772165360293002,512.0,0.11889897325090715,0.7071871008665767,-0.1484714804144679,-0.07746133997716242,-0.08507424595882185,-0.21562159269342374,0.0013202741138229612,-0.0026580660746517992,0.006830440918008662,-0.05308600675743946,-0.2200822848099051
37,40.23432105220854,0.00025,0.7071871008665767,0,1,0.3883875142288527,0.39203998500306625,0.3529564097043476,0.9144262519448603,0.06491127908884664,0.018493295641398788,0.1680844263654393,2048.0,0.1694298572374464,0.9270800072335987,0.22527306017507875,0.3157906282285694,0.26320918113924563,0.7025135632866295,0.06413150448861415,0.022311002520723378,0.203775390273222,512.0,0.12351375391881447,0.7103399582847487,-0.16311445405377395,-0.07624935677449685,-0.08974722856510198,-0.21191268865823076,-0.0007797746002324857,0.0038177068793245894,0.0356909639077827,-0.04591610331863194,-0.21674004894885002
38,40.56118318717927,0.00025,0.7071871008665767,0,2,0.39958027993697154,0.38470187048369553,0.3498979290598072,0.905326679116115,0.06452162492951174,0.01665942256201447,0.17469566676049908,2048.0,0.17072687957261223,0.9183005945524201,0.2520640696007606,0.3227753810933791,0.2653769909229595,0.7093093753901485,0.06514918744869647,0.018693308609442738,0.1967679271074303,512.0,0.12115700337380986,0.717906495090574,-0.14751621033621093,-0.06192648939031642,-0.08452093813684769,-0.19601730372596649,0.0006275625191847212,0.0020338860474282683,0.022072260346931216,-0.049569876198802376,-0.20039409946184605
39,40.77452845405787,0.00025,0.7048450160073116,1,0,0.39093688005634936,0.3920941223113914,0.3479021506209392,0.9069668158699642,0.06468018000487064,0.016042590964488568,0.1709924167143413,2048.0,0.16697054293763358,0.9196731427800842,0.24485573713109865,0.3171708891459275,0.2602941744844429,0.6965248689630243,0.06677130677053356,0.013312789171607164,0.17363445704540936,512.0,0.11905980533265392,0.7048450160073116,-0.1460811429252507,-0.0749232331654639,-0.08760797613649629,-0.21044194690693985,0.0020911267656629207,-0.0027298017928814033,0.002642040331068074,-0.04791073760497966,-0.21482812677277252
40,40.412226632237434,0.00025,0.7024466921284329,1,0,0.3816595106714219,0.38111984966963064,0.3480976407590788,0.8980265434438479,0.06492423413055803,0.01752030645260305,0.1689915394382524,2048.0,0.1688090530151385,0.9104697664661217,0.23949848067605362,0.3197874555771705,0.25697288278024644,0.6942633165017469,0.06607340564005426,0.015810766693732603,0.17957966375615797,512.0,0.11750297814432997,0.7024466921284329,-0.14216102999536828,-0.06133239409246016,-0.09112475797883235,-0.20376322694210103,0.0011491715094962274,-0.0017095397588704486,0.010588124317905567,-0.051306074870808516,-0.20802307433768874
41,40.382823527790606,0.00025,0.6947849114658311,1,0,0.3826531788599592,0.3893238981254399,0.35160249817272415,0.9079368967559276,0.06447122501504055,0.01662038304435498,0.1743094816303028,2048.0,0.16701050045776356,0.920401716917695,0.23009441418114074,0.31054871645756066,0.2595110385445878,0.6869542049971642,0.06732104307593545,0.00880423000734254,0.16662311605432478,512.0,0.11689444999501575,0.6947849114658311,-0.15255876467881846,-0.07877518166787922,-0.09209145962813636,-0.2209826917587634,0.002849818060894904,-0.007816153037012441,-0.007686365575978016,-0.05011605046274781,-0.2256168054518639
42,41.46022008359432,0.00025,0.6947849114658311,0,1,0.38414953897142484,0.38191184811876155,0.3502646471897606,0.8993175834557405,0.06491424429805193,0.01554848451063151,0.17225334026167616,2048.0,0.1671410881472184,0.9118189503642498,0.22757701955469933,0.3142328967223875,0.2598267904832028,0.6915508453421353,0.06672960997821065,0.01101807963812007,0.17499250443324854,512.0,0.11749115813654498,0.6993306189542636,-0.1565725194167255,-0.06767895139637403,-0.0904378567065578,-0.20776673811360524,0.0018153656801587204,-0.00453040487251144,0.0027391641715723836,-0.049649930010673415,-0.21248833140998613
43,40.733254068531096,0.00025,0.6899788841546979,1,0,0.39410213592142235,0.3874413944213302,0.3492994017797173,0.9040913622447988,0.0649568323042331,0.01334722241590569,0.16343194893721602,2048.0,0.16735056604375131,0.9168608981199213,0.21927293553712374,0.305650356633123,0.26073118203203194,0.6824846425879514,0.06742103041688097,0.007694681219220456,0.1648960090133187,512.0,0.11610310392279644,0.6899788841546979,-0.1748292003842986,-0.08179103778820718,-0.08856821974768536,-0.22160671965684742,0.002464198112647864,-0.005652541196685235,0.001464060076102669,-0.05124746212095488,-0.22688201396522345
44,40.69440097454935,0.00025,0.6899788841546979,0,1,0.37318679336114075,0.3831721215537982,0.3462626740220003,0.8958961930366058,0.06495874351639941,0.012403262684145488,0.16402230069903112,2048.0,0.16646139746080735,0.9080294376180973,0.2498719372739977,0.31167625237139873,0.25718607020098716,0.6878583385732782,0.06651798166785738,0.011751883698593701,0.16628320846029965,512.0,0.11899601600089227,0.6963034816726577,-0.12331485608714304,-0.07149586918239947,-0.08907660382101312,-0.20803785446332768,0.0015592381514579756,-0.0006513789855517871,0.002260907761268527,-0.04746538145991508,-0.21172595594543964
45,40.16382023412734,0.00025,0.6876706460607238,1,0,0.384642184039237,0.38308383442199556,0.3457236697868211,0.8937313636497493,0.06470244400043157,0.01432180061246413,0.16459232021020398,2048.0,0.16492385944093257,0.9062254660093458,0.2090909600502826,0.3079311774345115,0.2551966572063975,0.6804687019903213,0.0668936943038716,0.009191651845696924,0.16836133738434,512.0,0.11734086734941229,0.6876706460607238,-0.1755512239889544,-0.07515265698748408,-0.09052701258042362,-0.21326266165942798,0.002191250303440029,-0.005130148766767206,0.0037690171741360246,-0.04758299209152028,-0.21855481994862203
46,42.07830734457821,0.00025,0.6867823163047433,1,0,0.38723382402450157,0.3901736156185507,0.34466899751714664,0.8964613585822008,0.06470577891923313,0.012388231016792872,0.1623017797987245,2048.0,0.16161874544650345,0.9090116145162028,0.21565884478966219,0.30533967397059314,0.25526807046844624,0.6793899642252654,0.06705604812304955,0.009451588478555095,0.15751088648175937,512.0,0.11878221978622605,0.6867823163047433,-0.1715749792348394,-0.08483394164795754,-0.0894009270487004,-0.21707139435693534,0.002350269203816424,-0.002936642538237777,-0.004790893316965139,-0.0428365256602774,-0.22222929821145954
47,42.097195068374276,0.00025,0.6867823163047433,0,1,0.3710844117539122,0.37171655562269734,0.3410235838528024,0.8734798043105911,0.06468534313262353,0.013818658900831338,0.1636242883319312,2048.0,0.1607396648350914,0.8855609998427099,0.21255449339312743,0.3136384616664145,0.251440939726308,0.6837918059682124,0.06655488830438117,0.01017733695221068,0.1631791442650865,512.0,0.11871240457548993,0.6910989401803818,-0.15852991836078478,-0.05807809395628283,-0.08958264412649442,-0.1896879983423787,0.0018695451717576361,-0.003641321948620657,-0.00044514406684470487,-0.04202726025960146,-0.1944620596623281
